Revealed,ID,Rarity,Character Name,Character Version,Chakra,Power,Keyword,Group,Effects Type,Effects Timing,Effect,Set,Image
TRUE,KS-122-RART,RA,Jirobo,Slamming Palm!,5,6,"Sound Four, Taijutsu",Sound Village,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] **POWERUP X** where X is the number of characters in this mission.

**UPGRADE** [↯] Defeat an enemy character with Power 1 or less in this mission.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/122_R_ART_Jirobo_Slamming_Palm.webp
TRUE,KS-123-R,R,Kimimaro,Earth Curse Mark,6,8,Jutsu,Sound Village,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] At the end of the round, you must defeat this character if you have no cards in hand.

**UPGRADE** [↯] Discard a card to defeat a character in play with cost 5 or less.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/123_R_Kimimaro_Earth_Curse.webp
TRUE,KS-123-RART,RA,Kimimaro,It's over.,6,8,Jutsu,Sound Village,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] At the end of the round, you must defeat this character if you have no cards in hand

**UPGRADE** [↯] Discard a card to defeat a character in play with cost 5 or less.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/123_R_ART_Kimimaro_Earth_Curse.webp
TRUE,KS-124-R,R,Kidomaru,Gum Style Spider Thread,5,5,"Sound Four, Jutsu",Sound Village,"AMBUSH, UPGRADE",↯ On play,"**AMBUSH** [↯] Defeat an enemy character with Power 3 or less in another mission.

**UPGRADE** AMBUSH effect: Instead, the Power limit is 5 or less.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/124_R_Kidomaru_Gum_Style.webp
TRUE,KS-124-RART,RA,Kidomaru,I trapped you.,5,5,"Sound Four, Jutsu",Sound Village,"AMBUSH, UPGRADE",↯ On play,"**AMBUSH** [↯] Defeat an enemy character with Power 3 or less in another mission.

**UPGRADE** AMBUSH effect: Instead, the Power limit is 5 or less.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/124_R_ART_Kidomaru_Gum_Style.webp
TRUE,KS-125-R,R,Tayuya,Demon Flute: Chains of Fantasia,5,5,"Sound Four, Jutsu",Sound Village,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] Non-hidden enemy characters costs an additional 1 Chakra to play in this mission.

**UPGRADE** [↯] Play a *Sound village* character, paying 2 less.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/125_R_Tayuya_Demon_Flute.webp
TRUE,KS-125-RART,RA,Tayuya,This flute is my only weapon!,5,5,"Sound Four, Jutsu",Sound Village,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] Non-hidden enemy characters costs an additional 1 Chakra to play in this mission.

**UPGRADE** [↯] Play a *Sound village* character, paying 2 less.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/125_R_ART_Tayuya_Demon_Flute.webp
TRUE,KS-126-R,R,Orochimaru,Stay out of my way,7,7,Sannin,Sound Village,"SCORE, UPGRADE",↯ On play,"**SCORE** [↯] Defeat the weakest non-hidden enemy character in play.

**UPGRADE** [↯] **POWERUP 3**.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/126_R_Orochimaru_Stay_Out.webp
TRUE,KS-126-RART,RA,Orochimaru,Stay out of my Way,7,7,Sannin,Sound Village,"SCORE, UPGRADE",↯ On play,"**SCORE** [↯] Defeat the weakest non-hidden enemy character in play.

**UPGRADE** [↯] **POWERUP 3**.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/126_R_Orochimaru_Snake_Sword.webp
TRUE,KS-127-R,R,Sakon,Fists Barrage,5,5,"Sound Four, Jutsu",Sound Village,"MAIN, AMBUSH","↯ On play, ⧗ Continuous","**MAIN** [⧗] You can play this character as an upgrade over any *Sound Village* character.
**AMBUSH** [↯]  Hide an enemy character in this mission with Power 5 or less.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/127_R_Sakon_Fists_barrage.webp
TRUE,KS-127-RART,RA,Sakon,Don't you mess with me!,5,5,"Sound Four, Jutsu",Sound Village,"MAIN, AMBUSH","↯ On play, ⧗ Continuous","**MAIN** [⧗] You can play this character as an upgrade over any *Sound Village* character.
**AMBUSH** [↯]  Hide an enemy character in this mission with Power 5 or less.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/127_R_ART_Sakon_Fists_barrage.webp
TRUE,KS-128-MV,MV,Itachi Uchiha,Amaterasu,6,6,"Rogue Ninja, Jutsu",Akatsuki,"UPGRADE, MAIN","↯ On play, ⧗ Continuous","**UPGRADE** [↯] Move a friendly character in play.

**MAIN** [⧗] Every enemy character in this mission has -1 Power.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/128_M_Itachi-1920w.webp
TRUE,KS-128-R,R,Itachi Uchiha,Amaterasu,6,6,"Rogue Ninja, Jutsu",Akatsuki,"UPGRADE, MAIN","↯ On play, ⧗ Continuous","**UPGRADE** [↯] Move a friendly character in play.

**MAIN** [⧗] Every enemy character in this mission has -1 Power.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/128_R_Itachi_Control-1920w.webp
TRUE,KS-128-RART,RA,Itachi Uchiha,I control them all.,6,6,Rogue Ninja,Akatsuki,"UPGRADE, MAIN","↯ On play, ⧗ Continuous","**UPGRADE** [↯] Move a friendly character in play.

**MAIN** [⧗] Every enemy character in this mission has -1 Power.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/128_R_ART_Itachi_Amaterasu.webp
TRUE,KS-129-R,R,Nine-Tailed Fox,You better be grateful to me...,7,10,Tailed Beast,Independent,MAIN,⧗ Continuous,"**MAIN** [⧗] You can play this character as an upgrade over *Naruto Uzumaki*.

**MAIN** [⧗] Can't be hidden or defeated by enemy effects.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/129_R_Nine-Tailed_Grateful.webp
TRUE,KS-129-RART,RA,Nine-Tailed Fox,You better be grateful to me...,7,10,Tailed Beast,Independent,MAIN,⧗ Continuous,"**MAIN** [⧗] You can play this character as an upgrade over *Naruto Uzumaki*.

**MAIN** [⧗] Can't be hidden or defeated by enemy effects.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/129_R_ART_Nine-Tailed_Fox_Cloak.webp
TRUE,KS-130-R,R,One-tail,I hope you're ready to die!,7,10,"Tailed Beast, Jutsu",Independent,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] Can't be hidden or defeated by enemy effects.

**UPGRADE** [↯] Choose a mission and defeat all hidden enemy characters assigned to it.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/130_R_One_Tail_Reeady.webp
TRUE,KS-130-RART,RA,One-tail,I hope you're ready to die!,7,10,"Tailed Beast, Jutsu",Independent,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] Can't be hidden or defeated by enemy effects.

**UPGRADE** [↯] Choose a mission and defeat all hidden enemy characters assigned to it.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/130_R_ART_One_Tail_Playing_Possum-1920w.webp
TRUE,KS-131-S,S,Tsunade,Fifth Hokage,7,6,"Sannin, Hokage",Leaf Village,MAIN,↯ On play,**MAIN** [↯] **POWERUP 1** every friendly *Leaf Village* character in play.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/131_Secret_GOLD_Tsunade_Hokage-1920w.webp
TRUE,KS-131-SV,SV,Tsunade,Fifth Hokage,7,6,"Sannin, Hokage",Leaf Village,MAIN,↯ On play,**MAIN** [↯] **POWERUP 1** every friendly *Leaf Village* character in play.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/131_SecretV_GOLD_Tsunade_Hokage-1920w.webp
TRUE,KS-132-S,S,Jiraiya,Toad Mouth Trap,8,8,"Sannin, Jutsu",Leaf Village,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] Play a *Summon* character anywhere, paying 5 less.

**UPGRADE** [↯] The opponent must choose characters to be defeated until they only have up to 2 assigned in each mission.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/132_Secret_GOLD_Jiraiya_Toad_Mouth-1920w.webp
TRUE,KS-133-MV,MV,Naruto Uzumaki,"Ready or not, Ramen, here I come!",6,6,"Team 7, Jutsu",Leaf Village,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] Hide an enemy character with Power 5 or less in this mission and another enemy character with Power 2 or less in play. 

**UPGRADE** **MAIN** effect: Instead, defeat both of them.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/133_M_Naruto_Ramen-1920w.webp
TRUE,KS-133-MV2,MV,Naruto Uzumaki,Ninja Art! Summoning Jutsu!,6,6,"Team 7, Jutsu",Leaf Village,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] Hide an enemy character with Power 5 or less in this mission and another enemy character with Power 2 or less in play. 

**UPGRADE** **MAIN** effect: Instead, defeat both of them.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/133_M_Naruto_pennello.webp
TRUE,KS-133-S,S,Naruto Uzumaki,Rasengan,6,6,"Team 7, Jutsu",Leaf Village,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] Hide an enemy character with Power 5 or less in this mission and another enemy character with Power 2 or less in play. 

**UPGRADE** **MAIN** effect: Instead, defeat both of them.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/133_Secret_GOLD_Naruto_Rasengan-1920w.webp
TRUE,KS-133-SV,SV,Naruto Uzumaki,Rasengan,6,6,"Team 7, Jutsu",Leaf Village,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] Hide an enemy character with Power 5 or less in this mission and another enemy character with Power 2 or less in play. 

**UPGRADE** **MAIN** effect: Instead, defeat both of them.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/133_SecretV_GOLD_Naruto_Rasengan-1920w.webp
TRUE,KS-134-S,S,Nine-Tailed Fox,Destruction,8,12,Tailed Beast,Independent,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] Can't be hidden or defeated by enemy effects.

**UPGRADE** [↯] Hide any number of non-hidden characters in play with total Power of 6 or less.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/134_Secret_GOLD_Nine_Tail_Fox_Destruction.webp
TRUE,KS-135-S,S,Sakura Haruno,The Leaf Medical Corps,5,4,Team 7,Leaf Village,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] Look at the top 3 cards of your deck. Play one character anywhere and discard the other cards.

**UPGRADE** **MAIN** effect: Instead, play the card paying 4 less.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/135_Secret_GOLD_Sakura_Recovery_Team-1920w.webp
TRUE,KS-135-MV,MV,Sakura Haruno,He’s looking... right at me!,5,4,Team 7,Leaf Village,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] Look at the top 3 cards of your deck. Play one character anywhere and discard the other cards.

**UPGRADE** **MAIN** effect: Instead, play the card paying 4 less.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/135_Secret_GOLD_Sakura_Recovery_Team-1920w.webp
TRUE,KS-136-S,S,Sasuke Uchiha,Heaven Curse Mark,7,8,"Team 7, Jutsu",Leaf Village,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] When a character is defeated, gain 1 Chakra. 

**UPGRADE** [↯] You must choose a friendly non-hidden character and any enemy character in this mission and defeat them, if able.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/136_Secret_GOLD_Sasuke_Heaven_Curse_Mark-1920w.webp
TRUE,KS-136-SV,SV,Sasuke Uchiha,Heaven Curse Mark,7,8,"Team 7, Jutsu",Leaf Village,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] When a character is defeated, gain 1 Chakra. 

**UPGRADE** [↯] You must choose a friendly non-hidden character and any enemy character in this mission and defeat them, if able.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/136_SecretV_GOLD_Sasuke_Heaven_Curse_Mark-1920w.webp
TRUE,KS-136-MV,MV,Sasuke Uchiha,You're annonying.,7,8,"Team 7, Jutsu",Leaf Village,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] When a character is defeated, gain 1 Chakra. 

**UPGRADE** [↯] You must choose a friendly non-hidden character and any enemy character in this mission and defeat them, if able.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/136_M_Sasuke_pennello.webp
TRUE,KS-137-S,S,Kakashi Hatake,Lightning Blade,7,7,"Team 7, Jutsu",Leaf Village,"UPGRADE, MAIN",↯ On play,"**UPGRADE** [↯] Move this character.

**MAIN** [↯] Hide an upgraded character in this mission.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/137_Secret_GOLD_Kakashi_Lightning_Blade-1920w.webp
TRUE,KS-137-SV,SV,Kakashi Hatake,Lightning Blade,7,7,"Team 7, Jutsu",Leaf Village,"UPGRADE, MAIN",↯ On play,"**UPGRADE** [↯] Move this character.

**MAIN** [↯] Hide an upgraded character in this mission.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/137_SecretV_GOLD_Kakashi_Lightning_Blade-1920w.webp
TRUE,KS-137-MV,MV,Kakashi Hatake,I won’t be able to read Make-Out Paradise now.,7,7,"Team 7, Jutsu",Leaf Village,"UPGRADE, MAIN",↯ On play,"**UPGRADE** [↯] Move this character.

**MAIN** [↯] Hide an upgraded character in this mission.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/137_M_Kakashi_pennello.webp
TRUE,KS-138-S,S,Orochimaru,Reanimation,6,8,"Sannin, Jutsu",Sound Village,"MAIN, UPGRADE","⧗ Continuous, ↯ On play","**MAIN** [⧗] You can play this character as an upgrade to any character that is not a *Summon* nor *Orochimaru*.

**UPGRADE** [↯] Gain 2 Mission points if the character you upgraded from had Power 6 or more.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/138_Secret_GOLD_Orochimaru_Transference_Ritual-1920w.webp
TRUE,KS-139-S,S,Gaara,Sand Burial,5,4,"Team Baki, Jutsu",Sand Village,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] Defeat an enemy character with a cost less than the number of friendly hidden characters in play.

**UPGRADE** MAIN effect: In addition, hide one other enemy character with same name and cost less than the defeated character.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/139_Secret_GOLD_Gaara_Sand_Burial.webp
TRUE,KS-140-S,S,Itachi Uchiha,Tsukuyomi,7,7,"Rogue Ninja, Jutsu",Akatsuki,"MAIN, UPGRADE",↯ On play,"**MAIN** [↯] The opponent discards their entire hand, then draws the same number of cards discarded in this way.

**UPGRADE** [↯] Defeat a character in play with cost X or less, where X is the number of cards discarded by the MAIN effect.",Konoha Shidō,https://irp.cdn-website.com/99e556bf/dms3rep/multi/140_Secret_GOLD_Itachi_Tsukuyomi.webp
TRUE,KS-141-M,M,Naruto Uzumaki,Challenging Sasuke,5,4,Team 7,Leaf Village,MAIN,↯ On play,"**MAIN** [↯] Discard a card. If you do, hide an enemy character with Power 4 of less in this mission.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/141_M_Special_Naruto_Challenging-1920w.webp
TRUE,KS-142-M,M,Sasuke Uchiha,Challenging Naruto,5,4,Team 7,Leaf Village,MAIN,↯ On play,"**MAIN** [↯] Discard a card. If you do, **POWERUP X+1** where X is the number of enemy characters in this mission.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/142_M_Special_Sasuke_Challenging-1920w.webp
TRUE,KS-143-M,M,Itachi Uchiha,Hunting Naruto,5,5,Rogue Ninja,Akatsuki,"MAIN, AMBUSH",↯ On play,"**MAIN** [↯] Move a friendly character to this mission.

**AMBUSH** [↯] Move an enemy character to this mission.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/143_M_Special_Itachi_Hunting-1920w.webp
TRUE,KS-144-M,M,Kisame Hoshigaki,Chakra Absorb,6,6,Rogue Ninja,Akatsuki,MAIN,↯ On play,**MAIN** [↯] Steal 1 Chakra from the opponent pool.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/144_M_Special_Kisame_Chakra_absorb-1920w.webp
TRUE,KS-145-M,M,Naruto Uzumaki,Original Team 7,5,5,Team 7,Leaf Village,MAIN,⧗ Continuous,"**MAIN** [⧗] If you have the Edge, your hidden characters in this mission have +1 Power.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/145_M_Naruto_Original_Team-1920w.webp
TRUE,KS-146-M,M,Sasuke Uchiha,Original Team 7,3,3,Team 7,Leaf Village,MAIN,↯ On play,"**MAIN** [↯] Give the Edge to the opponent. If you do so, **POWERUP 3**.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/146_M_Sasuke_Original_Team-1920w.webp
TRUE,KS-147-M,M,Sakura Haruno,Original Team 7,3,3,Team 7,Leaf Village,MAIN,⧗ Continuous,"**MAIN** [⧗] If you don't have the Edge, **CHAKRA +2**.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/147_M_Sakura_Original_Team-1920w.webp
TRUE,KS-148-M,M,Kakashi Hatake,Original Team 7,4,5,Team 7,Leaf Village,"MAIN, AMBUSH",↯ On play,"**MAIN** [↯] Gain the Edge.

**AMBUSH** [↯] Copy a instant effect (↯) of another friendly *Team 7* character in play.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/148_M_Kakashi_Original_Team-1920w.webp
TRUE,KS-001-MMS,MMS,Call for support,,0,1,,,SCORE,↯ On play,**SCORE** [↯] **POWERUP 2** a character in play.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M1_Call-for-support-1920w.webp
TRUE,KS-002-MMS,MMS,Chunin Exam,,0,2,,,,⧗ Continuous,[⧗] All non-hidden characters in this mission have +1 Power.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M2_Chunin-exam-1920w.webp
TRUE,KS-003-MMS,MMS,Find the traitor,,0,1,,,SCORE,↯ On play,**SCORE** [↯] Opponent discards a card from hand.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M3_Find-the-traitor-1920w.webp
TRUE,KS-004-MMS,MMS,Assassination,,0,1,,,SCORE,↯ On play,**SCORE** [↯] Defeat an enemy hidden character.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M4_Assassination-1920w.webp
TRUE,KS-005-MMS,MMS,Bring it back,,0,3,,,SCORE,↯ On play,"**SCORE** [↯] You must return one friendly non-hidden character in this mission to your hand, if able.",Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M5_Bring-it-back-1920w.webp
TRUE,KS-006-MMS,MMS,Rescue a friend,,0,1,,,SCORE,↯ On play,**SCORE** [↯] Draw a card.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M6_Free-a-friend-1920w.webp
TRUE,KS-007-MMS,MMS,I have to go,,0,2,,,SCORE,↯ On play,**SCORE** [↯] Move a friendly hidden character in play.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M7_I-have-to-go-1920w.webp
TRUE,KS-008-MMS,MMS,Set a trap,,0,2,,,SCORE,↯ On play,**SCORE** [↯] Put a card from your hand as a hidden character to any mission.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M8_Set-a-trap-1920w.webp
TRUE,KS-009-MMS,MMS,Protect the Leader,,0,2,,,,⧗ Continuous,[⧗] Characters with 4 Power or more in this mission have +1 Power.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M9_Guard-a-VIP-1920w.webp
TRUE,KS-010-MMS,MMS,Chakra Training,,0,2,,,,⧗ Continuous,[⧗] **CHAKRA +1** for both players.,Konoha Shidō,https://lirp.cdn-website.com/99e556bf/dms3rep/multi/opt/M10_Chakra-improvement-1920w.webp
